"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2008-06-20","87.9","-1.83","6.12","Aaron Cook",119811,346871,"home_run","hit_into_play_score",,,,,"13","Trot Nixon homers (1) on a fly ball to right field.  ","R","L","R","COL","NYM","X","null","fly_ball",2,1,2008,"-0.55","1.21","-0.05","2.87","null","null","null",1,3,"Top","213.86","33.13",,,"null",,"080620_195154",5.474,-127.873,-4.157,-4.943,26.542,-20.445,"2.89","1.33","null","null","null","null","null","null",234867,346871,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",24,"4","4-Seam Fastball",2,5,5,2,5,2,5,2,"null","null"
"FF","2008-06-20","88.3","0.03","6.64","Ted Lilly",150229,150404,"home_run","hit_into_play_score",,,,,"7","A.  J.   Pierzynski homers (5) on a fly ball to center field.   Orlando Cabrera scores.  ","R","L","L","CHC","CWS","X","null","fly_ball",0,1,2008,"0.44","1.81","-0.32","2.06","null","null",111851,1,3,"Top","153.61","19.08",,,"null",,"080620_142920",-2.248,-128.241,-8.96,6.816,25.984,-13.383,"3.34","1.56","null","null","null","null","null","null",234861,150404,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",19,"2","4-Seam Fastball",1,1,1,1,1,1,1,1,"null","null"
"FF","2008-06-20","96.2","0.18","5.89","Clayton Kershaw",431159,477132,"home_run","hit_into_play_score",,,,,"5","Kelly Shoppach homers (5) on a fly ball to left field.   Casey Blake scores.  ","R","R","L","LAD","CLE","X","null","fly_ball",2,0,2008,"0.29","1.82","-0.10","2.37","null",232694,"null",0,3,"Top","41.16","56.22",,,"null",,"080620_201040",-1.85,-139.896,-7.81,5.872,36.977,-10.126,"3.40","1.44","null","null","null","null","null","null",234863,477132,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",15,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-06-20","95.8","-0.65","5.90","Radhames Liz",429666,467785,"home_run","hit_into_play_score",,,,,"5","J.   Hardy homers (5) on a fly ball to center field.   Craig Counsell scores.  ","R","R","R","MIL","BAL","X","null","fly_ball",0,1,2008,"-0.93","1.97","0.14","2.15","null","null",112736,0,1,"Bot","173.69","30.12",,,"null",,"080620_192930",4.164,-139.164,-8.632,-11.036,37.891,-8.46,"3.18","1.60","null","null","null","null","null","null",234860,467785,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",10,"2","4-Seam Fastball",0,4,0,4,4,0,0,4,"null","null"
"SI","2008-06-20","92.5","-1.89","6.17","Aaron Cook",113232,346871,"home_run","hit_into_play_score",,,,,"7","Carlos Delgado homers (11) on a line drive to left field.   Carlos Beltran scores.  ","R","L","R","COL","NYM","X","null","line_drive",0,0,2008,"-0.93","1.12","-0.55","2.17","null","null",136860,0,2,"Top","27.11","48.19",,,"null",,"080620_192617",5.511,-134.455,-6.719,-10.459,31.679,-20.495,"3.43","1.71","null","null","null","null","null","null",234867,346871,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",10,"1","Sinker",2,0,0,2,0,2,0,2,"null","null"
"CH","2008-06-20","75.5","0.10","7.10","Ted Lilly",113679,150404,"home_run","hit_into_play_score",,,,,"16","Jermaine Dye homers (15) on a fly ball to left field.  ","R","R","L","CHC","CWS","X","null","fly_ball",1,1,2008,"0.62","1.90","-0.24","3.99","null","null","null",0,2,"Top","37.15","43.17",,,"null",,"080620_140735",-2.246,-109.955,-2.645,6.544,20.753,-17.694,"3.75","1.71","null","null","null","null","null","null",234861,150404,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",8,"3","Changeup",1,0,0,1,0,1,0,1,"null","null"
"SL","2008-06-20","77.0","-2.71","6.76","Mike Mussina",458015,119608,"home_run","hit_into_play_score",,,,,"8","Joey Votto homers (12) on a fly ball to right center field.  ","R","L","R","NYY","CIN","X","null","fly_ball",1,1,2008,"-0.33","-0.84","0.13","2.04","null","null","null",2,2,"Top","210.84","45.18",,,"null",,"080620_192150",6.7,-111.915,-1.114,-1.861,19.088,-41.351,"3.32","1.59","null","null","null","null","null","null",234862,119608,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",9,"3","Slider",0,0,0,0,0,0,0,0,"null","null"
"SL","2008-06-20","94.6","-1.18","5.44","John Maine",425557,429720,"home_run","hit_into_play_score",,,,,"5","Jeff Baker homers (5) on a fly ball to right field.    Willy Taveras scores.  ","R","R","R","COL","NYM","X","null","fly_ball",3,1,2008,"-0.43","1.05","-0.14","2.43","null",430838,"null",0,1,"Bot","232.93","62.25",,,"null",,"080620_191758",3.57,-137.688,-4.324,-4.104,32.163,-20.824,"3.35","1.67","null","null","null","null","null","null",234867,429720,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",5,"5","Slider",0,0,0,0,0,0,0,0,"null","null"
"FT","2008-06-20","87.9","-1.82","6.69","Adam Eaton",115223,284566,"home_run","hit_into_play_score",,,,,"27","Vladimir Guerrero homers (11) on a fly ball to left field.   Garret Anderson scores.  ","R","R","R","PHI","LAA","X","null","fly_ball",0,0,2008,"-1.48","1.26","-0.93","2.33","null",110236,"null",2,1,"Top","49.20","72.29",,,"null",,"080620_191329",5.38,-127.711,-6.95,-15.833,29.217,-20.047,"4.05","1.72","null","null","null","null","null","null",234858,284566,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",4,"1","2-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"null","2008-06-20","null","null","null","Greg Maddux",434158,118120,"home_run","hit_into_play_score",,,,,"null","Curtis Granderson homers (9) on a fly ball to center field.  ","R","L","R","SD","DET","X","null","fly_ball",1,1,2008,"null","null","null","null","null","null","null",0,1,"Top","170.68","14.06",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",234864,118120,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",1,"3","null",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-06-19","88.5","-0.46","5.08","David Riske",446928,228594,"home_run","hit_into_play_score",,,,,"5","Joe Inglett hits a grand slam (1) to right field.   Alex Rios scores.    Gregg Zaun scores.    David Eckstein scores.  ","R","L","R","MIL","TOR","X","null","fly_ball",3,2,2008,"-1.18","1.48","-0.24","2.32",425567,124748,275930,2,9,"Top","178.71","36.14",,,"null",,"080619_153754",3.021,-128.792,-3.526,-12.433,31.516,-17.34,"3.31","1.57","null","null","null","null","null","null",234856,228594,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",75,"8","4-Seam Fastball",8,3,3,8,3,8,3,8,"null","null"
"SI","2008-06-19","94.5","-1.73","5.45","Tim Dillard",407489,457422,"home_run","hit_into_play_score",,,,,"8","Lyle Overbay homers (6) on a fly ball to center field.   Matt Stairs scores.  ","R","L","R","MIL","TOR","X","null","fly_ball",2,1,2008,"-1.27","1.50","0.05","2.19","null",122644,"null",2,9,"Top","126.51","17.07",,,"null",,"080619_152542",7.636,-137.304,-5.922,-15.375,36.21,-15.157,"3.56","1.68","null","null","null","null","null","null",234856,457422,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",71,"4","Sinker",8,1,1,8,1,8,1,8,"null","null"
"FF","2008-06-19","91.8","2.20","5.63","John Grabow",113679,346848,"home_run","hit_into_play_score",,,,,"2","Jermaine Dye hits a grand slam (14) to left field.   A.   Pierzynski scores.    Carlos Quentin scores.    Jim Thome scores.  ","R","R","L","CWS","PIT","X","null","fly_ball",2,0,2008,"1.04","1.68","0.12","3.38",150229,435041,123272,0,7,"Bot","66.27","52.21",,,"null",,"080619_152645",-8.288,-133.396,-3.234,14.849,33.253,-13.856,"3.77","1.80","null","null","null","null","null","null",234854,346848,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",65,"3","4-Seam Fastball",9,7,9,7,7,9,9,7,"null","null"
"FF","2008-06-19","91.4","2.06","6.18","Scott Eyre",408307,113961,"home_run","hit_into_play_score",,,,,"19","Carl Crawford hits a grand slam (5) to right field.   Dioner Navarro scores.    Gabe Gross scores.    Akinori Iwamura scores.  ","R","L","L","TB","CHC","X","null","line_drive",1,0,2008,"0.67","2.00","0.73","3.40",425900,408212,493127,0,7,"Bot","209.84","59.24",,,"null",,"080619_213606",-5.391,-132.836,-5.33,10.133,32.824,-9.975,"3.28","1.50","null","null","null","null","null","null",234848,113961,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",61,"2","4-Seam Fastball",2,3,2,3,3,2,2,3,"null","null"
"CH","2008-06-19","82.3","0.90","6.16","Glen Perkins",124693,450282,"home_run","hit_into_play_score",,,,,"5","Dmitri Young homers (3) on a fly ball to left field.  ","R","R","L","MIN","WSH","X","null","fly_ball",0,1,2008,"1.00","1.41","0.05","2.74","null","null","null",0,8,"Top","24.10","53.21",,,"null",,"080619_142115",-4.427,-119.783,-3.58,11.365,31.515,-20.275,"3.53","1.48","null","null","null","null","null","null",234857,450282,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",68,"2","Changeup",9,2,2,9,2,9,2,9,"null","null"
"SL","2008-06-19","79.6","-2.85","6.21","Keith Foulke",457708,114342,"home_run","hit_into_play_score",,,,,"6","Justin Upton homers (9) on a fly ball to right center field.  ","R","R","R","ARI","OAK","X","null","fly_ball",3,2,2008,"-0.05","0.43","0.44","2.25","null","null","null",0,8,"Bot","178.71","21.08",,,"null",,"080619_150445",7.287,-115.643,-2.346,0.748,25.74,-29.936,"3.39","1.60","null","null","null","null","null","null",234853,114342,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",58,"8","Slider",1,1,1,1,1,1,1,1,"null","null"
"FF","2008-06-19","96.4","-1.39","5.30","Chris Perez",433597,453198,"home_run","hit_into_play_score",,,,,"2","Mark Teahen homers (7) on a fly ball to right field.    Mark Grudzielanek scores.  ","R","L","R","STL","KC","X","null","fly_ball",1,0,2008,"-1.30","1.45","0.18","2.80","null","null",115210,1,9,"Top","202.81","42.17",,,"null",,"080619_152718",7.263,-140.171,-4.074,-16.262,39.342,-15.243,"3.19","1.54","null","null","null","null","null","null",234851,453198,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",60,"2","4-Seam Fastball",1,2,2,1,2,1,2,1,"null","null"
"FF","2008-06-19","91.8","2.36","5.94","Tim Byrdak",333492,136263,"home_run","hit_into_play_score",,,,,"3","Aubrey Huff homers (12) on a fly ball to right center field.  ","R","L","L","BAL","HOU","X","null","fly_ball",0,1,2008,"0.98","1.69","0.44","2.71","null","null","null",0,7,"Bot","171.69","24.10",,,"null",,"080619_211944",-7.726,-133.391,-5.801,14.168,33.329,-13.728,"3.19","1.51","null","null","null","null","null","null",234850,136263,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",61,"2","4-Seam Fastball",6,3,6,3,3,6,6,3,"null","null"
"FT","2008-06-19","90.6","1.91","5.93","Jeremy Sowers",425557,460265,"home_run","hit_into_play_score",,,,,"5","Jeff Baker homers (4) on a fly ball to right center field.  ","R","R","L","COL","CLE","X","null","fly_ball",2,0,2008,"1.15","0.82","0.05","2.53","null","null","null",0,6,"Bot","189.76","32.13",,,"null",,"080619_205714",-7.963,-131.609,-4.139,16.199,27.431,-24.492,"3.33","1.51","null","null","null","null","null","null",234849,460265,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",48,"3","2-Seam Fastball",3,3,3,3,3,3,3,3,"null","null"
"SL","2008-06-19","78.9","1.49","6.91","Jeff Ridgway",460267,455047,"home_run","hit_into_play_score",,,,,"22","Brandon Boggs homers (3) on a fly ball to left field.   David Murphy scores.    Marlon Byrd scores.  ","R","R","L","TEX","ATL","X","null","fly_ball",0,2,2008,"-0.78","0.18","-0.71","2.75","null",461815,407781,0,6,"Bot","26.10","75.30",,,"null",,"080619_145111",-3.587,-114.877,-2.177,-6.112,24.793,-32.284,"3.38","1.50","null","null","null","null","null","null",234847,455047,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",49,"3","Slider",1,2,1,2,2,1,1,2,"null","null"
"CU","2008-06-19","74.2","2.15","6.58","Jorge De La Rosa",232694,407822,"home_run","hit_into_play_score",,,,,"5","Casey Blake homers (7) on a fly ball to center field.  ","R","R","L","COL","CLE","X","null","fly_ball",0,0,2008,"-0.16","-0.72","0.14","2.59","null","null","null",2,6,"Top","70.28","13.05",,,"null",,"080619_205244",-4.193,-107.934,0.917,-0.217,22.604,-39.483,"3.31","1.55","null","null","null","null","null","null",234849,407822,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",46,"1","Curveball",3,2,2,3,2,3,2,3,"null","null"
"CU","2008-06-19","71.4","1.68","6.73","Brian Burres",123173,434638,"home_run","hit_into_play_score",,,,,"38","Miguel Tejada homers (10) on a fly ball to left field.  ","R","R","L","BAL","HOU","X","null","fly_ball",1,1,2008,"-0.47","-0.85","0.26","1.61","null","null","null",0,6,"Top","59.24","48.19",,,"null",,"080619_204416",-2.238,-104.039,-0.574,-2.617,21.311,-39.959,"3.56","1.67","null","null","null","null","null","null",234850,434638,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",48,"3","Curveball",6,2,2,6,2,6,2,6,"null","null"
"KC","2008-06-19","79.2","-2.01","5.80","A.J. Burnett",425902,150359,"home_run","hit_into_play_score",,,,,"8","Prince Fielder hits an inside-the-park home run (13) on a fly ball to right field.  ","R","L","R","MIL","TOR","X",9,"fly_ball",0,0,2008,"0.56","-1.05","-0.12","1.87","null","null","null",0,5,"Bot","226.91","88.35",,,"null",,"080619_142029",2.804,-115.269,0.767,6.549,24.966,-43.594,"3.24","1.63","null","null","null","null","null","null",234856,150359,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",37,"1","Knuckle Curve",6,0,6,0,0,6,6,0,"null","null"
"CU","2008-06-19","78.1","-2.56","6.36","Shawn Chacon",400090,276336,"home_run","hit_into_play_score",,,,,"5","Alex Cintron homers (1) on a fly ball to right center field.  ","R","L","R","BAL","HOU","X","null","fly_ball",0,0,2008,"0.85","0.19","-0.14","2.13","null","null","null",1,4,"Bot","173.69","28.11",,,"null",,"080619_202024",3.348,-113.687,-2.278,9.148,22.553,-32.194,"3.38","1.50","null","null","null","null","null","null",234850,276336,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",34,"1","Curveball",2,2,2,2,2,2,2,2,"null","null"
"FF","2008-06-19","89.4","-2.67","6.00","Shawn Chacon",150421,276336,"home_run","hit_into_play_score",,,,,"4","Ramon Hernandez homers (5) on a fly ball to left field.  ","R","R","R","BAL","HOU","X","null","fly_ball",3,1,2008,"-0.43","1.47","-0.32","2.18","null","null","null",0,4,"Bot","54.22","42.17",,,"null",,"080619_201738",6.766,-129.918,-6.574,-3.704,25.514,-16.829,"3.17","1.46","null","null","null","null","null","null",234850,276336,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",32,"5","4-Seam Fastball",1,2,1,2,2,1,1,2,"null","null"
"CH","2008-06-19","81.6","-2.05","5.53","Zack Greinke",150449,425844,"home_run","hit_into_play_score",,,,,"5","Rick Ankiel homers (11) on a fly ball to right center field.  ","R","L","R","STL","KC","X","null","fly_ball",2,2,2008,"-1.68","0.49","-0.17","2.55","null","null","null",2,4,"Bot","179.72","29.12",,,"null",,"080619_141333",7.743,-118.554,-0.646,-15.654,25.79,-29.222,"3.57","1.58","null","null","null","null","null","null",234851,425844,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",29,"6","Changeup",0,2,0,2,2,0,0,2,"null","null"
"SL","2008-06-19","80.6","1.72","5.88","Phil Dumatrait",113679,430597,"home_run","hit_into_play_score",,,,,"7","Jermaine Dye homers (13) on a fly ball to left center field.  ","R","R","L","CWS","PIT","X","null","fly_ball",1,2,2008,"-0.79","0.39","-0.38","2.27","null","null","null",1,3,"Bot","81.33","32.13",,,"null",,"080619_140559",-3.398,-117.273,-1.663,-6.408,26.846,-30.288,"3.77","1.80","null","null","null","null","null","null",234854,430597,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",31,"5","Slider",6,6,6,6,6,6,6,6,"null","null"
"FF","2008-06-19","87.5","-1.22","5.86","Aaron Harang",461314,421685,"home_run","hit_into_play_score",,,,,"3","Matt Kemp homers (6) on a fly ball to right center field.  ","R","R","R","CIN","LAD","X","null","fly_ball",0,1,2008,"-0.09","1.64","0.49","3.00","null","null","null",0,4,"Top","180.72","26.10",,,"null",,"080619_133132",4.227,-127.257,-4.145,0.437,24.374,-15.499,"3.40","1.70","null","null","null","null","null","null",234852,421685,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",25,"2","4-Seam Fastball",0,1,1,0,1,0,1,0,"null","null"
"SI","2008-06-19","95.6","-1.68","5.26","A.J. Burnett",137140,150359,"home_run","hit_into_play_score",,,,,"42","Russell Branyan homers (10) on a fly ball to right field.    Prince Fielder scores.    Corey Hart scores.  ","R","L","R","MIL","TOR","X","null","fly_ball",3,2,2008,"-1.64","0.72","0.12","1.64","null",425902,430611,0,3,"Bot","191.77","43.17",,,"null",,"080619_135536",8.743,-138.791,-5.285,-20.923,33.72,-25.08,"3.66","1.83","null","null","null","null","null","null",234856,150359,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",24,"6","Sinker",3,0,3,0,0,3,3,0,"null","null"
"SI","2008-06-19","92.0","1.57","6.05","Phil Dumatrait",111851,430597,"home_run","hit_into_play_score",,,,,"1","Orlando Cabrera homers (6) on a fly ball to left field.   Alexei Ramirez scores.    Pablo Ozuna scores.  ","R","R","L","CWS","PIT","X","null","fly_ball",0,0,2008,"0.80","1.37","-0.39","2.98","null",493351,150367,1,2,"Bot","73.29","49.20",,,"null",,"080619_134558",-7.424,-133.734,-4.782,12.014,31.069,-17.389,"3.28","1.64","null","null","null","null","null","null",234854,430597,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",23,"1","Sinker",3,6,3,6,6,3,3,6,"null","null"
