"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"null","2008-05-24","null","null","null","Luke Hochevar",150415,460024,"home_run","hit_into_play_score",,,,,"null","Brad Wilkerson hits a grand slam (2) to left center field.   Aaron Hill scores.    Scott Rolen scores.    Lyle Overbay scores.  ","R","L","R","TOR","KC","X","null","fly_ball",3,1,2008,"null","null","null","null",431094,121409,407489,2,1,"Bot","69.28","34.14",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",234500,460024,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",9,"5","null",0,0,0,0,0,0,0,0,"null","null"
"null","2008-05-24","null","null","null","Steve Trachsel",446334,123431,"home_run","hit_into_play_score",,,,,"null","Evan Longoria homers (6) on a fly ball to left field.   B.  J.   Upton scores.    Carlos Pena scores.  ","R","R","R","TB","BAL","X","null","fly_ball",0,1,2008,"null","null","null","null",425834,150289,"null",1,1,"Bot","26.10","79.32",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",234496,123431,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",10,"2","null",1,0,1,0,0,1,1,0,"null","null"
"SI","2008-05-24","92.4","-1.17","5.91","Boof Bonser",120044,425818,"home_run","hit_into_play_score",,,,,"10","Magglio Ordonez homers (8) on a fly ball to left field.   Placido Polanco scores.  ","R","R","R","DET","MIN","X","null","fly_ball",0,1,2008,"-1.19","1.46","-0.82","3.18","null","null",135784,2,1,"Bot","40.16","45.18",,,"null",,"080524_191709",3.636,-134.436,-4.523,-14.433,18.398,-15.378,"3.19","1.48","null","null","null","null","null","null",234502,425818,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",7,"2","Sinker",0,0,0,0,0,0,0,0,"null","null"
"CU","2008-05-23","79.2","-2.32","6.08","Vinnie Chulk",462564,425562,"home_run","hit_into_play_score",,,,,"5","Dan Uggla homers (15) on a fly ball to left field.  ","R","R","R","FLA","SF","X","null","fly_ball",1,2,2008,"0.42","-0.13","-0.10","2.54","null","null","null",0,9,"Bot","28.11","67.27",,,"null",,"080523_215300",3.884,-115.258,-0.292,5.287,22.664,-35.138,"3.24","1.53","null","null","null","null","null","null",234491,425562,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",76,"4","Curveball",1,8,1,8,8,1,1,8,"null","null"
"FF","2008-05-23","96.9","1.64","5.11","Billy Wagner",407812,123790,"home_run","hit_into_play_score",,,,,"37","Matt Holliday homers (7) on a line drive to center field.  ","R","R","L","COL","NYM","X","null","line_drive",0,0,2008,"1.39","1.18","-0.29","1.76","null","null","null",1,9,"Bot","86.35","13.05",,,"null",,"080523_220319",-9.26,-140.687,-5.885,21.658,35.564,-18.619,"3.37","1.71","null","null","null","null","null","null",234488,123790,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",76,"1","4-Seam Fastball",4,5,4,5,5,4,4,5,"null","null"
"FF","2008-05-23","88.4","-1.07","6.29","Trevor Hoffman",276055,116034,"home_run","hit_into_play_score",,,,,"5","Adam Dunn homers (12) on a fly ball to right field.  ","R","L","R","SD","CIN","X","null","fly_ball",3,1,2008,"-0.29","2.65","-0.17","2.72","null","null","null",0,9,"Top","216.87","35.14",,,"null",,"080523_222355",2.616,-128.444,-8.019,-1.83,35.225,-4.563,"3.79","1.77","null","null","null","null","null","null",234484,116034,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",65,"5","4-Seam Fastball",2,2,2,2,2,2,2,2,"null","null"
"FT","2008-05-23","93.2","-0.70","5.81","Jesse Crain",122111,430884,"home_run","hit_into_play_score",,,,,"23","Gary Sheffield homers (3) on a line drive to left field.  ","R","R","R","DET","MIN","X","null","line_drive",2,1,2008,"-1.21","1.53","-0.57","1.80","null","null","null",2,7,"Bot","28.11","62.25",,,"null",,"080523_213131",3.117,-135.452,-8.218,-14.906,20.72,-14.304,"3.23","1.45","null","null","null","null","null","null",234487,430884,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",64,"4","2-Seam Fastball",3,5,3,5,5,3,3,5,"null","null"
"FF","2008-05-23","89.4","1.48","5.64","Renyel Pinto",425489,430594,"home_run","hit_into_play_score",,,,,"35","Jose Castillo homers (3) on a fly ball to center field.  ","R","R","L","FLA","SF","X","null","fly_ball",1,0,2008,"0.51","1.79","-0.68","1.77","null","null","null",0,8,"Top","131.53","11.04",,,"null",,"080523_213039",-7.016,-129.855,-7.246,7.719,30.489,-13.44,"3.62","1.87","null","null","null","null","null","null",234491,430594,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",66,"2","4-Seam Fastball",1,7,7,1,7,1,7,1,"null","null"
"SI","2008-05-23","88.1","2.95","5.07","Royce Ring",448602,429721,"home_run","hit_into_play_score",,,,,"22","Mark Reynolds homers (8) on a fly ball to left field.  ","R","R","L","ATL","ARI","X","null","fly_ball",3,2,2008,"1.46","1.05","-0.60","2.64","null","null","null",0,8,"Top","64.26","38.15",,,"null",,"080523_214258",-12.653,-127.648,-1.663,18.81,27.017,-22.378,"3.67","1.58","null","null","null","null","null","null",234480,429721,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",61,"8","Sinker",1,10,10,1,10,1,10,1,"null","null"
"FF","2008-05-23","90.7","-2.12","6.27","Greg Reynolds",123107,453353,"home_run","hit_into_play_score",,,,,"8","Fernando Tatis homers (1) on a fly ball to center field.  ","R","R","R","COL","NYM","X","null","fly_ball",1,0,2008,"-0.38","1.15","-0.13","1.89","null","null","null",2,6,"Top","93.37","10.04",,,"null",,"080523_205839",5.771,-131.699,-7.432,-3.12,28.875,-20.514,"3.40","1.56","null","null","null","null","null","null",234488,453353,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",50,"2","4-Seam Fastball",2,3,3,2,3,2,3,2,"null","null"
"SL","2008-05-23","84.4","-2.32","6.37","Greg Reynolds",113232,453353,"home_run","hit_into_play_score",,,,,"5","Carlos Delgado homers (7) on a fly ball to center field.   Luis Castillo scores.  ","R","L","R","COL","NYM","X","null","fly_ball",0,0,2008,"-0.70","0.64","-0.12","2.61",112116,"null","null",2,6,"Top","88.35","5.02",,,"null",,"080523_205728",6.611,-122.707,-3.44,-6.233,24.176,-27.46,"3.44","1.63","null","null","null","null","null","null",234488,453353,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",49,"1","Slider",2,1,1,2,1,2,1,2,"null","null"
"CH","2008-05-23","81.6","1.64","5.95","Kason Gabbard",429713,451257,"home_run","hit_into_play_score",,,,,"9","Grady Sizemore homers (8) on a fly ball to right field.    Jhonny Peralta scores.    Franklin Gutierrez scores.  ","R","L","L","CLE","TEX","X","null","fly_ball",2,2,2008,"1.40","0.52","0.28","2.07","null",425509,429711,2,3,"Bot","222.89","55.22",,,"null",,"080523_204733",-6.514,-118.641,-2.855,15.56,24.473,-28.92,"3.59","1.65","null","null","null","null","null","null",234493,451257,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",42,"5","Changeup",3,11,3,11,11,3,3,11,"null","null"
"FT","2008-05-23","91.0","-2.03","5.99","Adam Eaton",452254,284566,"home_run","hit_into_play_score",,,,,"13","Hunter Pence homers (7) on a fly ball to left field.  ","R","R","R","HOU","PHI","X","null","fly_ball",3,0,2008,"-1.31","0.15","-0.17","3.35","null","null","null",0,7,"Bot","50.20","57.23",,,"null",,"080523_205253",7.64,-132.282,-0.501,-14.669,34.362,-32.707,"3.23","1.59","null","null","null","null","null","null",234489,284566,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",49,"4","2-Seam Fastball",1,1,1,1,1,1,1,1,"null","null"
"FF","2008-05-23","95.7","-1.05","6.03","Chris Resop",455759,434592,"home_run","hit_into_play_score",,,,,"8","Chris Young homers (10) on a fly ball to center field.   Mark Reynolds scores.  ","R","R","R","ATL","ARI","X","null","fly_ball",2,2,2008,"-0.52","1.64","0.25","2.26","null",448602,"null",1,6,"Top","77.31","31.12",,,"null",,"080523_210953",4.566,-139.094,-8.113,-5.528,31.086,-12.35,"3.49","1.92","null","null","null","null","null","null",234480,434592,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",48,"5","4-Seam Fastball",1,8,8,1,8,1,8,1,"null","null"
"SI","2008-05-23","89.8","-2.99","5.42","Armando Galarraga",150286,451482,"home_run","hit_into_play_score",,,,,"8","Mike Lamb homers (1) on a line drive to right field.  ","R","L","R","DET","MIN","X","null","line_drive",0,0,2008,"-1.65","1.24","-0.27","1.74","null","null","null",0,6,"Top","214.86","80.32",,,"null",,"080523_203824",10.793,-130.239,-5.855,-19.325,20.495,-19.316,"3.08","1.42","null","null","null","null","null","null",234487,451482,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",45,"1","Sinker",0,4,4,0,4,0,4,0,"null","null"
"SI","2008-05-23","90.1","2.82","6.08","Sean Burnett",407862,430634,"home_run","hit_into_play_score",,,,,"8","Reed Johnson homers (2) on a fly ball to left center field.   Ronny Cedeno scores.    Mark DeRosa scores.  ","R","R","L","PIT","CHC","X","null","fly_ball",2,1,2008,"0.96","1.30","0.06","1.99","null",430592,136660,0,5,"Top","64.26","25.10",,,"null",,"080523_202956",-9.702,-130.677,-6.819,13.362,29.854,-18.994,"3.40","1.65","null","null","null","null","null","null",234483,430634,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",41,"4","Sinker",0,5,5,0,5,0,5,0,"null","null"
"FT","2008-05-23","89.8","1.11","6.30","Jo-Jo Reyes",433582,457456,"home_run","hit_into_play_score",,,,,"5","Conor Jackson homers (6) on a fly ball to center field.  ","R","R","L","ATL","ARI","X","null","fly_ball",2,0,2008,"0.64","1.70","0.18","2.42","null","null","null",0,5,"Top","93.37","19.08",,,"null",,"080523_205106",-4.285,-130.575,-7.382,9.662,24.544,-13.853,"3.12","1.50","null","null","null","null","null","null",234480,457456,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",39,"3","2-Seam Fastball",1,7,7,1,7,1,7,1,"null","null"
"CH","2008-05-23","84.0","-2.13","6.12","Jorge Julio",457454,406402,"home_run","hit_into_play_score",,,,,"8","Jarrod Saltalamacchia hits a grand slam (2) to right field.   David Murphy scores.    Brandon Boggs scores.    Chris Shelton scores.  ","R","L","R","CLE","TEX","X","null","fly_ball",0,1,2008,"-1.37","1.22","0.17","2.19",461815,460267,430828,0,3,"Top","219.88","62.25",,,"null",,"080523_202624",8.327,-121.887,-4.99,-13.422,24.101,-21.438,"3.72","1.68","null","null","null","null","null","null",234493,406402,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",31,"2","Changeup",3,5,5,3,5,3,5,3,"null","null"
"CH","2008-05-23","84.1","1.69","6.65","Scott Olsen",400023,435179,"home_run","hit_into_play_score",,,,,"29","Aaron Rowand homers (6) on a line drive to right field.  ","R","R","L","FLA","SF","X","null","line_drive",1,0,2008,"0.68","1.95","0.57","2.17","null","null","null",1,4,"Top","209.84","58.23",,,"null",,"080523_202154",-4.515,-122.093,-7.931,8.748,24.671,-13.672,"3.38","1.50","null","null","null","null","null","null",234491,435179,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",36,"2","Changeup",1,6,6,1,6,1,6,1,"null","null"
"CH","2008-05-23","86.0","1.69","6.66","Scott Olsen",134260,435179,"home_run","hit_into_play_score",,,,,"5","Bengie Molina homers (5) on a fly ball to left field.  ","R","R","L","FLA","SF","X","null","fly_ball",3,1,2008,"0.63","1.83","-0.12","2.38","null","null","null",1,4,"Top","57.23","28.11",,,"null",,"080523_202100",-6.189,-124.879,-7.624,8.606,26.553,-14.237,"3.19","1.58","null","null","null","null","null","null",234491,435179,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",35,"5","Changeup",1,5,5,1,5,1,5,1,"null","null"
"FF","2008-05-23","89.7","-1.89","6.04","Adam Eaton",452254,284566,"home_run","hit_into_play_score",,,,,"2","Hunter Pence homers (6) on a fly ball to right field.  ","R","R","R","HOU","PHI","X","null","fly_ball",0,1,2008,"-1.21","0.46","-0.05","2.70","null","null","null",0,5,"Bot","222.89","88.35",,,"null",,"080523_201610",7.297,-130.434,-2.925,-13.267,29.472,-28.992,"3.21","1.46","null","null","null","null","null","null",234489,284566,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",34,"2","4-Seam Fastball",0,1,0,1,1,0,0,1,"null","null"
"FF","2008-05-23","90.6","-2.59","5.94","Gavin Floyd",116338,425856,"home_run","hit_into_play_score",,,,,"4","Torii Hunter homers (6) on a fly ball to left center field.  ","R","R","R","CWS","LAA","X","null","fly_ball",0,0,2008,"-0.92","1.92","-0.38","2.53","null","null","null",1,5,"Top","66.27","28.11",,,"null",,"080523_200919",7.621,-131.53,-6.603,-9.856,31.07,-11.307,"3.38","1.50","null","null","null","null","null","null",234479,425856,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",28,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"FF","2008-05-23","91.9","-0.63","6.06","Rich Harden",456030,425848,"home_run","hit_into_play_score",,,,,"5","Dustin Pedroia homers (3) on a fly ball to left center field.  ","R","R","R","OAK","BOS","X","null","fly_ball",2,1,2008,"-0.69","1.83","0.12","2.54","null","null","null",1,4,"Top","55.22","39.16",,,"null",,"080523_195441",3.352,-133.656,-6.975,-7.205,31.931,-11.818,"3.59","1.36","null","null","null","null","null","null",234482,425848,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",28,"4","4-Seam Fastball",7,0,0,7,0,7,0,7,"null","null"
"KN","2008-05-23","65.6","-0.92","6.47","Tim Wakefield",407885,123801,"home_run","hit_into_play_score",,,,,"22","Mark Ellis homers (4) on a fly ball to left field.   Frank Thomas scores.    Ryan Sweeney scores.  ","R","R","R","OAK","BOS","X","null","fly_ball",0,1,2008,"-0.50","0.40","-0.64","2.00","null",123245,435220,2,3,"Bot","28.11","56.22",,,"null",,"080523_194929",1.159,-95.559,-0.03,-2.374,19.127,-30.851,"3.13","1.47","null","null","null","null","null","null",234482,123801,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",25,"2","Knuckleball",4,0,4,0,0,4,4,0,"null","null"
"null","2008-05-23","null","null","null","Derek Lowe",407886,117955,"home_run","hit_into_play_score",,,,,"null","Ryan Ludwick homers (13) on a fly ball to center field.   Albert Pujols scores.  ","R","R","R","LAD","STL","X","null","fly_ball",1,1,2008,"null","null","null","null","null","null",405395,2,3,"Top","118.47","17.07",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",234492,117955,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",21,"3","null",0,0,0,0,0,0,0,0,"null","null"
"CU","2008-05-23","76.6","2.03","6.13","Erik Bedard",455167,407853,"home_run","hit_into_play_score",,,,,"37","Shelley Duncan homers (1) on a fly ball to left field.   Hideki Matsui scores.    Jason Giambi scores.  ","R","R","L","NYY","SEA","X","null","fly_ball",0,1,2008,"-1.57","-0.71","-0.33","1.46","null",425686,114739,0,2,"Bot","23.09","62.25",,,"null",,"080523_194250",-2.235,-111.556,-1.193,-13.059,19.682,-40.145,"3.38","1.50","null","null","null","null","null","null",234490,407853,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",16,"2","Curveball",0,1,0,1,1,0,0,1,"null","null"
"FC","2008-05-23","85.8","-1.84","6.23","Jeff Suppan",276377,122987,"home_run","hit_into_play_score",,,,,"4","Wily Mo Pena homers (1) on a line drive to left field.  ","R","R","R","WSH","MIL","X","null","line_drive",3,1,2008,"-0.51","1.00","-0.50","2.97","null","null","null",2,2,"Bot","36.14","57.23",,,"null",,"080523_200921",4.134,-124.877,-3.164,-4.218,30.139,-23.509,"3.66","1.55","null","null","null","null","null","null",234486,122987,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",13,"5","Cutter",0,0,0,0,0,0,0,0,"null","null"
"FT","2008-05-23","90.9","1.12","6.41","Jo-Jo Reyes",291565,457456,"home_run","hit_into_play_score",,,,,"13","Eric Byrnes homers (5) on a fly ball to left field.   Chris Snyder scores.  ","R","R","L","ATL","ARI","X","null","fly_ball",0,0,2008,"1.09","1.64","-0.05","3.01","null",430965,"null",2,1,"Top","25.10","69.28",,,"null",,"080523_194750",-6.065,-132.12,-6.208,15.701,24.663,-14.154,"2.98","1.33","null","null","null","null","null","null",234480,457456,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",7,"1","2-Seam Fastball",0,3,3,0,3,0,3,0,"null","null"
"FF","2008-05-23","91.1","2.18","5.75","Oliver Perez",425548,424144,"home_run","hit_into_play_score",,,,,"5","Garrett Atkins homers (8) on a fly ball to center field.   Clint Barmes scores.  ","R","R","L","COL","NYM","X","null","fly_ball",1,2,2008,"1.26","1.18","-0.11","2.49","null",425549,"null",2,1,"Bot","63.25","12.05",,,"null",,"080523_192141",-9.392,-132.299,-4.697,17.815,27.48,-19.983,"3.23","1.58","null","null","null","null","null","null",234488,424144,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",7,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"null","null"
"FC","2008-05-23","87.2","-0.91","5.50","Brandon Backe",150100,407840,"home_run","hit_into_play_score",,,,,"5","Pat Burrell homers (12) on a fly ball to left field.  ","R","R","R","HOU","PHI","X","null","fly_ball",0,0,2008,"-0.11","-0.49","-0.19","2.49","null","null","null",1,2,"Top","23.09","95.38",,,"null",,"080523_192333",1.742,-127.018,0.365,0.284,23.143,-40.01,"3.42","1.71","null","null","null","null","null","null",234489,407840,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",8,"1","Cutter",0,0,0,0,0,0,0,0,"null","null"
"KN","2008-05-23","64.8","-0.87","6.71","Tim Wakefield",123245,123801,"home_run","hit_into_play_score",,,,,"5","Frank Thomas homers (7) on a line drive to left field.   Jack Cust scores.  ","R","R","R","OAK","BOS","X","null","line_drive",0,0,2008,"0.48","0.36","-0.03","3.20","null","null",400091,1,1,"Bot","33.13","51.20",,,"null",,"080523_191728",0.501,-94.422,2.047,3.809,19.587,-31.121,"3.96","1.79","null","null","null","null","null","null",234482,123801,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",7,"1","Knuckleball",1,0,1,0,0,1,1,0,"null","null"
"CU","2008-05-23","72.8","1.10","6.58","Jo-Jo Reyes",452220,457456,"home_run","hit_into_play_score",,,,,"1","Stephen Drew homers (7) on a fly ball to right field.  ","R","L","L","ATL","ARI","X","null","fly_ball",1,2,2008,"-0.31","-0.93","-0.55","2.62","null","null","null",1,1,"Top","189.76","30.12",,,"null",,"080523_193838",-3.092,-105.923,1.578,-1.42,19.339,-40.972,"3.07","1.44","null","null","null","null","null","null",234480,457456,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",2,"4","Curveball",0,0,0,0,0,0,0,0,"null","null"
"SL","2008-05-22","86.6","-2.92","5.88","Brian Bass",285078,430654,"home_run","hit_into_play_score",,,,,"22","Josh Hamilton homers (12) on a fly ball to left field.  ","R","L","R","MIN","TEX","X","null","fly_ball",3,2,2008,"-0.07","0.80","-0.57","2.46","null","null","null",2,10,"Top","21.08","72.29",,,"null",,"080522_154108",5.657,-125.964,-3.291,0.675,29.972,-25.45,"3.42","1.50","null","null","null","null","null","null",234478,430654,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",93,"7","Slider",7,7,7,7,7,7,7,7,"null","null"
"null","2008-05-22","null","null","null","David Aardsma",400018,430911,"home_run","hit_into_play_score",,,,,"null","Miguel Olivo homers (6) on a fly ball to left field.   Alex Gordon scores.    Jose Guillen scores.  ","R","R","R","BOS","KC","X","null","fly_ball",1,0,2008,"null","null","null","null","null",460086,115229,2,8,"Top","48.19","62.25",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",234473,430911,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",79,"2","null",11,5,5,11,5,11,5,11,"null","null"
"FF","2008-05-22","93.9","-2.73","6.41","Craig Hansen",115229,475022,"home_run","hit_into_play_score",,,,,"12","Jose Guillen homers (6) on a fly ball to left field.  ","R","R","R","BOS","KC","X","null","fly_ball",0,1,2008,"-0.93","1.22","-0.54","3.20","null","null","null",0,7,"Top","52.21","71.29",,,"null",,"080522_160226",7.844,-136.491,-5.053,-10.674,35.482,-18.966,"3.16","1.67","null","null","null","null","null","null",234473,475022,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",64,"2","4-Seam Fastball",11,3,3,11,3,11,3,11,"null","null"
"SL","2008-05-22","87.2","3.06","6.11","Jimmy Gobble",136780,425471,"home_run","hit_into_play_score",,,,,"2","Mike Lowell hits a grand slam (6) to left field.   Jacoby Ellsbury scores.    Dustin Pedroia scores.    Manny Ramirez scores.  ","R","R","L","BOS","KC","X","null","fly_ball",1,0,2008,"-0.42","1.14","-0.21","3.00",453056,456030,120903,2,6,"Bot","48.19","72.29",,,"null",,"080522_155705",-7.462,-126.785,-3.391,-3.293,30.007,-21.565,"3.27","1.57","null","null","null","null","null","null",234473,425471,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",62,"2","Slider",7,3,7,3,3,7,7,3,"null","null"
"FF","2008-05-22","91.6","2.17","5.95","John Grabow",430001,346848,"home_run","hit_into_play_score",,,,,"5","Rickie Weeks homers (7) on a fly ball to left center field.  ","R","R","L","PIT","MIL","X","null","fly_ball",0,1,2008,"1.02","1.45","-0.13","2.55","null","null","null",0,8,"Top","62.25","21.08",,,"null",,"080522_213454",-8.761,-133.053,-5.662,14.48,33.817,-16.723,"3.60","1.71","null","null","null","null","null","null",234474,346848,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",72,"2","4-Seam Fastball",8,3,3,8,3,8,3,8,"null","null"
"CU","2008-05-22","78.6","-2.73","6.71","Mike Lincoln",425867,150221,"home_run","hit_into_play_score",,,,,"5","Khalil Greene homers (5) on a fly ball to left field.  ","R","R","R","SD","CIN","X","null","fly_ball",0,1,2008,"0.78","-0.38","-0.20","2.33","null","null","null",1,7,"Bot","41.16","42.17",,,"null",,"080522_210323",3.763,-114.433,-1.344,8.376,28.497,-37.269,"3.38","1.58","null","null","null","null","null","null",234471,150221,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",59,"2","Curveball",7,2,7,2,2,7,7,2,"null","null"
"FT","2008-05-22","92.3","-2.18","6.49","Mike Lincoln",450260,150221,"home_run","hit_into_play_score",,,,,"29","Kevin Kouzmanoff homers (5) on a fly ball to right center field.    Adrian Gonzalez scores.  ","R","R","R","SD","CIN","X","null","fly_ball",1,1,2008,"-1.44","2.04","0.58","2.46","null",408236,"null",1,7,"Bot","200.80","29.12",,,"null",,"080522_210223",10.412,-133.757,-8.736,-16.63,35.213,-9.429,"3.60","1.61","null","null","null","null","null","null",234471,150221,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",58,"3","2-Seam Fastball",5,2,5,2,2,5,5,2,"null","null"
"null","2008-05-22","null","null","null","Wesley Wright",150100,449079,"home_run","hit_into_play_score",,,,,"null","Pat Burrell homers (11) on a fly ball to left field.  ","R","R","L","HOU","PHI","X","null","fly_ball",3,2,2008,"null","null","null","null","null","null","null",0,8,"Top","51.20","77.31",,,"null",,"null","null","null","null","null","null","null","null","null","null","null","null","null","null","null",234476,449079,"null","null","null","null","null","null","null","null","null","null","null","2.00","null",0,3,"null",67,"6","null",5,5,5,5,5,5,5,5,"null","null"
"SL","2008-05-22","84.8","-0.75","5.94","Ervin Santana",407489,429722,"home_run","hit_into_play_score",,,,,"6","Lyle Overbay homers (3) on a fly ball to right field.  ","R","L","R","TOR","LAA","X","null","fly_ball",2,2,2008,"0.59","0.82","0.54","2.27","null","null","null",1,6,"Bot","219.88","75.30",,,"null",,"080522_205459",1.489,-123.456,-3.622,7.874,27.767,-25.566,"3.56","1.68","null","null","null","null","null","null",234468,429722,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",49,"5","Slider",3,3,3,3,3,3,3,3,"null","null"
"KN","2008-05-22","73.0","-2.05","5.36","R.A. Dickey",459964,285079,"home_run","hit_into_play_score",,,,,"11","Matthew Joyce homers (5) on a fly ball to right field.    Carlos Guillen scores.  ","R","L","R","DET","SEA","X","null","fly_ball",2,2,2008,"-0.37","0.09","-0.94","2.98","null",136722,"null",1,5,"Bot","225.90","65.26",,,"null",,"080522_144700",2.84,-106.19,2.756,-2.014,13.961,-33.035,"3.08","1.26","null","null","null","null","null","null",234477,285079,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",48,"5","Knuckleball",5,2,5,2,2,5,5,2,"null","null"
"FF","2008-05-22","88.4","-2.07","6.51","Aaron Harang",425867,421685,"home_run","hit_into_play_score",,,,,"13","Khalil Greene homers (4) on a fly ball to left field.  ","R","R","R","SD","CIN","X","null","fly_ball",0,2,2008,"-1.11","2.29","0.09","3.19","null","null","null",0,6,"Bot","36.14","46.18",,,"null",,"080522_203242",7.666,-128.365,-6.578,-11.386,34.891,-8.564,"3.38","1.58","null","null","null","null","null","null",234471,421685,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",46,"3","4-Seam Fastball",3,2,3,2,2,3,3,2,"null","null"
"SI","2008-05-22","92.5","-2.84","5.43","Vicente Padilla",460576,218894,"home_run","hit_into_play_score",,,,,"5","Carlos Gomez homers (4) on a fly ball to left center field.  ","R","R","R","MIN","TEX","X","null","fly_ball",2,1,2008,"-1.41","0.83","-0.13","2.58","null","null","null",1,5,"Bot","61.24","34.14",,,"null",,"080522_133724",10.284,-134.36,-2.928,-16.574,32.636,-24.217,"3.38","1.50","null","null","null","null","null","null",234478,218894,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",42,"4","Sinker",2,4,2,4,4,2,2,4,"null","null"
"FC","2008-05-22","84.1","-2.42","5.46","Dave Bush",294558,433657,"home_run","hit_into_play_score",,,,,"8","Xavier Nady homers (7) on a fly ball to right center field.  ","R","R","R","PIT","MIL","X","null","fly_ball",1,1,2008,"0.04","0.92","0.19","2.27","null","null","null",2,5,"Bot","175.70","26.10",,,"null",,"080522_203856",5.862,-122.287,-2.499,1.868,27.623,-24.62,"3.58","1.73","null","null","null","null","null","null",234474,433657,"null","null","null","null","null","null","null","null","50.00","null","null","2.00","null",0,3,"null",47,"3","Cutter",5,1,5,1,1,5,5,1,"null","null"
